id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
194427,Female,43,1,4,0,1-2 Year,Yes,36995.0,124.0,76,0
277588,Male,55,1,3,0,1-2 Year,Yes,36647.0,124.0,98,0
304850,Female,38,1,4,0,1-2 Year,Yes,36248.0,124.0,49,0
33772,Female,28,1,4,0,< 1 Year,Yes,37827.0,152.0,136,0
64940,Female,33,1,3,0,1-2 Year,Yes,2630.0,26.0,123,1
274979,Male,61,1,3,0,1-2 Year,Yes,32799.0,122.0,152,1
71372,Male,37,1,5,1,1-2 Year,No,35557.0,124.0,270,0
130339,Male,56,1,3,0,1-2 Year,Yes,69413.0,122.0,100,1
130726,Male,56,0,3,0,1-2 Year,Yes,33987.0,124.0,257,0
142266,Female,51,1,5,0,> 2 Years,Yes,40977.0,124.0,158,0
56776,Female,22,1,4,1,< 1 Year,No,63087.0,152.0,245,0
355321,Male,56,1,5,1,1-2 Year,No,41401.0,26.0,148,0
285479,Female,22,1,3,0,< 1 Year,Yes,35090.0,160.0,216,0
198137,Female,56,1,3,1,1-2 Year,No,49039.0,124.0,191,0
43652,Male,41,1,1,1,1-2 Year,No,2630.0,25.0,272,0
139510,Female,22,1,1,0,< 1 Year,No,24488.0,152.0,216,0
23141,Female,79,1,3,0,1-2 Year,Yes,46654.0,13.0,30,0
106545,Female,25,1,1,1,< 1 Year,No,22582.0,152.0,244,0
369158,Female,36,1,2,0,1-2 Year,Yes,2630.0,156.0,222,1
208676,Male,41,1,3,1,1-2 Year,No,43036.0,26.0,30,0
328232,Male,22,1,1,1,< 1 Year,No,73228.0,152.0,294,0
271650,Female,21,1,2,0,< 1 Year,No,35396.0,152.0,153,0
109677,Female,26,1,2,1,< 1 Year,No,28042.0,152.0,19,0
317580,Male,36,1,3,1,1-2 Year,Yes,2630.0,157.0,179,0
293106,Male,61,1,3,0,1-2 Year,Yes,32326.0,26.0,238,0
45521,Male,42,1,5,0,> 2 Years,Yes,31525.0,124.0,231,1
191263,Male,40,1,5,0,1-2 Year,Yes,2630.0,26.0,233,1
349840,Male,48,1,3,0,> 2 Years,Yes,51519.0,26.0,208,1
33,Female,48,1,3,0,1-2 Year,Yes,36951.0,122.0,149,0
182438,Female,32,1,2,0,1-2 Year,Yes,2630.0,157.0,260,1
48198,Female,27,1,1,1,< 1 Year,No,49787.0,152.0,107,0
121001,Female,26,1,4,1,< 1 Year,No,36793.0,152.0,57,0
251964,Male,44,1,1,0,1-2 Year,Yes,23443.0,124.0,184,1
73969,Male,44,1,1,1,1-2 Year,No,2630.0,124.0,113,0
185565,Male,24,1,2,1,< 1 Year,No,36415.0,152.0,213,0
98908,Male,37,1,4,0,1-2 Year,No,28874.0,152.0,69,0
338591,Female,22,1,3,1,< 1 Year,Yes,2630.0,152.0,175,0
342816,Male,44,1,3,1,1-2 Year,No,31064.0,26.0,130,0
202586,Male,60,1,4,1,1-2 Year,No,2630.0,8.0,46,0
308354,Male,65,1,3,1,1-2 Year,No,2630.0,26.0,14,0
265855,Female,23,1,4,1,< 1 Year,No,52237.0,152.0,33,0
60750,Female,37,1,4,0,1-2 Year,Yes,26055.0,124.0,254,1
91632,Female,24,1,1,0,< 1 Year,Yes,34661.0,152.0,192,0
202494,Female,42,1,5,0,1-2 Year,Yes,30405.0,124.0,293,1
212520,Female,24,1,2,1,< 1 Year,No,25819.0,152.0,210,0
260642,Female,30,1,4,0,< 1 Year,Yes,21320.0,152.0,197,1
268137,Male,24,1,2,1,< 1 Year,No,13476.0,152.0,33,0
319702,Male,49,1,3,0,1-2 Year,Yes,2630.0,124.0,77,0
205722,Female,38,1,2,0,1-2 Year,Yes,28185.0,124.0,77,0
154206,Male,43,1,5,0,1-2 Year,Yes,2630.0,26.0,264,0
222268,Female,23,1,3,1,< 1 Year,No,26792.0,152.0,218,0
306271,Male,74,1,5,0,> 2 Years,Yes,32927.0,21.0,28,0
210583,Female,21,1,2,1,< 1 Year,Yes,29568.0,152.0,257,0
233770,Female,25,1,2,1,< 1 Year,No,25348.0,152.0,10,0
255738,Male,36,1,3,1,1-2 Year,No,24464.0,124.0,167,0
140526,Male,49,1,3,0,1-2 Year,Yes,2630.0,26.0,183,1
53491,Male,38,1,3,0,1-2 Year,Yes,54534.0,122.0,146,0
178735,Male,22,1,2,1,< 1 Year,No,25649.0,152.0,67,0
317473,Male,22,1,4,1,< 1 Year,No,15196.0,152.0,108,0
22324,Female,34,1,5,1,1-2 Year,No,2630.0,29.0,154,0
173625,Female,23,1,1,0,< 1 Year,No,2630.0,152.0,227,0
52264,Female,24,1,4,1,< 1 Year,No,31190.0,152.0,267,0
181947,Female,57,1,2,0,> 2 Years,Yes,2630.0,26.0,258,0
248093,Male,74,1,5,0,1-2 Year,Yes,52424.0,11.0,97,0
209924,Female,23,1,5,1,< 1 Year,No,28679.0,152.0,166,0
303954,Male,39,1,3,1,1-2 Year,No,62983.0,26.0,204,0
379957,Female,49,1,3,1,1-2 Year,Yes,60566.0,124.0,236,0
363595,Male,32,1,3,0,1-2 Year,Yes,51645.0,154.0,157,0
106857,Male,71,1,5,0,> 2 Years,Yes,48245.0,136.0,144,1
226223,Female,25,1,2,1,< 1 Year,No,22717.0,26.0,137,0
67930,Female,23,1,3,0,< 1 Year,Yes,39586.0,124.0,115,1
65563,Male,40,1,5,1,1-2 Year,No,12928.0,120.0,26,0
335854,Female,55,1,1,1,1-2 Year,No,91876.0,7.0,26,0
286899,Male,46,1,2,0,1-2 Year,Yes,44668.0,26.0,223,0
353607,Male,25,1,1,1,< 1 Year,No,19544.0,160.0,45,0
292856,Female,25,1,4,1,< 1 Year,No,2630.0,152.0,267,0
257346,Male,41,1,2,0,1-2 Year,No,27755.0,61.0,105,0
334034,Male,61,1,3,1,1-2 Year,No,36447.0,13.0,195,0
188180,Female,26,1,3,1,< 1 Year,No,26701.0,152.0,35,0
65661,Male,43,1,5,0,1-2 Year,Yes,45377.0,124.0,36,0
95887,Male,38,1,5,0,> 2 Years,Yes,2630.0,156.0,157,0
279250,Male,24,1,4,0,< 1 Year,No,12598.0,152.0,139,0
237812,Male,21,1,2,1,< 1 Year,No,33194.0,152.0,294,0
112300,Male,24,1,3,1,< 1 Year,No,43809.0,152.0,274,0
190529,Female,58,1,5,0,1-2 Year,Yes,19418.0,21.0,41,0
190393,Female,46,1,1,0,1-2 Year,Yes,2630.0,25.0,295,0
226301,Female,25,1,3,1,< 1 Year,No,2630.0,152.0,143,0
303457,Male,31,1,3,1,1-2 Year,No,30104.0,24.0,254,0
305522,Male,36,1,1,0,1-2 Year,Yes,46399.0,26.0,125,0
304275,Female,24,1,5,0,< 1 Year,No,30276.0,152.0,165,0
226473,Male,67,1,3,1,1-2 Year,No,43327.0,26.0,103,0
80580,Male,21,1,3,0,< 1 Year,Yes,25619.0,152.0,100,0
82240,Male,24,1,3,1,< 1 Year,Yes,46724.0,152.0,299,0
242179,Female,26,1,3,0,< 1 Year,Yes,2630.0,157.0,193,0
24503,Male,53,1,4,0,1-2 Year,Yes,2630.0,124.0,247,1
76182,Female,37,1,3,0,1-2 Year,Yes,65635.0,124.0,37,1
297663,Male,23,1,3,1,< 1 Year,Yes,2630.0,156.0,68,0
96202,Female,21,1,3,0,< 1 Year,Yes,40799.0,152.0,92,0
81308,Female,41,1,3,0,1-2 Year,No,27133.0,26.0,19,0
264558,Male,78,1,3,0,> 2 Years,Yes,70761.0,26.0,227,0
45512,Male,56,1,3,0,1-2 Year,Yes,27413.0,26.0,181,0
354993,Male,49,1,3,0,> 2 Years,Yes,46134.0,124.0,286,0
359616,Female,77,1,3,1,1-2 Year,No,45462.0,26.0,62,0
138288,Male,42,1,1,0,< 1 Year,No,2630.0,1.0,70,0
1780,Female,32,1,3,0,< 1 Year,Yes,43828.0,26.0,213,1
46370,Male,44,1,3,0,1-2 Year,Yes,37190.0,124.0,186,1
344534,Male,49,1,3,1,1-2 Year,No,31726.0,26.0,166,0
245026,Female,59,1,1,0,1-2 Year,Yes,82031.0,124.0,62,0
108788,Female,38,1,3,1,1-2 Year,No,81047.0,26.0,257,0
188737,Female,52,1,2,1,1-2 Year,No,37918.0,124.0,177,0
203043,Male,59,1,3,0,1-2 Year,Yes,26601.0,124.0,14,0
380156,Male,63,1,5,0,1-2 Year,Yes,33732.0,124.0,148,0
18529,Male,24,1,1,1,< 1 Year,No,23428.0,152.0,194,0
291748,Female,62,1,3,0,1-2 Year,Yes,33637.0,124.0,183,0
258850,Male,25,1,4,0,< 1 Year,Yes,31098.0,152.0,11,0
255766,Male,22,1,5,1,< 1 Year,No,29059.0,152.0,264,0
79973,Female,70,1,3,1,1-2 Year,No,49554.0,125.0,193,0
264200,Female,46,1,5,1,1-2 Year,No,34809.0,8.0,178,0
91597,Female,32,1,3,1,< 1 Year,No,33799.0,152.0,162,0
133374,Female,39,1,3,1,1-2 Year,Yes,23801.0,124.0,135,0
2655,Male,41,1,3,0,> 2 Years,Yes,45340.0,26.0,16,1
95349,Male,26,1,3,1,< 1 Year,No,2630.0,152.0,28,0
4324,Male,43,1,1,1,1-2 Year,Yes,46186.0,124.0,204,0
59391,Male,48,1,3,1,1-2 Year,Yes,47581.0,26.0,81,0
80303,Female,20,1,1,1,< 1 Year,No,45341.0,160.0,281,0
140429,Female,26,1,5,1,< 1 Year,No,27446.0,152.0,278,0
183177,Female,32,1,2,1,< 1 Year,No,32939.0,152.0,47,0
203732,Male,61,1,3,0,1-2 Year,Yes,45185.0,26.0,250,1
231168,Male,58,1,1,0,1-2 Year,Yes,33886.0,26.0,148,0
4158,Male,25,1,3,0,< 1 Year,Yes,2630.0,152.0,218,1
70769,Male,46,1,2,1,1-2 Year,No,29309.0,124.0,146,0
80995,Male,70,1,3,0,1-2 Year,Yes,2630.0,157.0,57,1
379440,Male,25,1,5,1,< 1 Year,No,61624.0,152.0,211,0
186505,Male,21,1,2,0,< 1 Year,Yes,26287.0,152.0,282,0
149277,Male,28,1,4,0,< 1 Year,Yes,18229.0,152.0,43,0
250588,Male,32,1,2,1,1-2 Year,No,32461.0,154.0,151,0
372024,Female,59,1,1,0,1-2 Year,Yes,47853.0,26.0,36,0
183317,Female,22,1,3,1,< 1 Year,No,47313.0,152.0,75,0
201249,Male,24,1,3,1,< 1 Year,No,45266.0,152.0,82,1
55374,Female,21,1,5,0,< 1 Year,Yes,2630.0,152.0,261,0
318990,Male,38,1,1,0,1-2 Year,Yes,35920.0,124.0,160,1
159938,Female,71,1,4,0,1-2 Year,Yes,27744.0,124.0,115,0
267351,Male,36,1,4,0,1-2 Year,Yes,35840.0,124.0,209,0
283451,Female,50,1,4,0,1-2 Year,Yes,2630.0,156.0,283,0
45280,Male,50,1,3,0,> 2 Years,Yes,46922.0,124.0,173,1
202280,Female,23,1,1,0,< 1 Year,Yes,52664.0,26.0,32,0
111771,Male,23,1,4,1,< 1 Year,No,2630.0,152.0,79,0
270988,Female,53,1,5,0,1-2 Year,Yes,2630.0,26.0,74,0
292917,Female,72,1,3,0,1-2 Year,Yes,31252.0,26.0,177,0
27571,Female,21,1,1,0,< 1 Year,Yes,51052.0,160.0,115,0
288960,Female,29,1,5,1,< 1 Year,No,40721.0,152.0,191,0
303121,Male,53,1,5,1,1-2 Year,No,40041.0,8.0,74,0
174973,Female,23,1,3,1,< 1 Year,No,49292.0,152.0,57,0
335047,Male,23,1,3,0,< 1 Year,Yes,63728.0,124.0,188,1
45165,Female,24,1,3,1,< 1 Year,No,2630.0,160.0,287,0
157964,Male,28,1,4,1,< 1 Year,No,32916.0,152.0,12,0
215119,Female,24,1,5,1,< 1 Year,No,25589.0,26.0,27,0
258456,Female,24,1,1,0,< 1 Year,No,47589.0,152.0,150,0
204298,Female,33,1,2,0,< 1 Year,Yes,2630.0,156.0,217,0
60447,Female,32,1,5,0,< 1 Year,Yes,2630.0,152.0,131,0
213376,Female,63,1,5,0,1-2 Year,Yes,33030.0,11.0,75,0
74918,Female,24,1,4,1,< 1 Year,No,2630.0,152.0,197,0
104991,Male,24,1,2,1,< 1 Year,No,23498.0,152.0,195,0
128156,Male,60,1,1,1,1-2 Year,No,29086.0,29.0,198,0
262287,Male,38,1,5,0,1-2 Year,Yes,2630.0,156.0,166,0
138620,Male,39,1,1,0,< 1 Year,No,2630.0,1.0,282,0
32124,Female,26,1,4,1,< 1 Year,No,36141.0,152.0,137,0
140927,Female,24,1,2,0,< 1 Year,Yes,33612.0,152.0,225,0
272250,Female,65,1,3,0,1-2 Year,Yes,2630.0,124.0,122,1
244569,Male,64,1,3,0,> 2 Years,Yes,59537.0,26.0,106,0
13421,Female,55,1,3,0,> 2 Years,Yes,64541.0,61.0,185,0
49138,Female,45,1,1,0,1-2 Year,Yes,31952.0,124.0,211,0
42300,Female,65,1,3,1,1-2 Year,No,42386.0,125.0,126,0
263270,Female,23,1,5,0,< 1 Year,Yes,35019.0,152.0,32,0
107378,Female,24,1,1,1,< 1 Year,No,24361.0,152.0,196,0
258397,Female,29,1,3,0,1-2 Year,No,38008.0,125.0,107,0
311431,Male,30,1,1,0,1-2 Year,Yes,32503.0,121.0,77,1
329087,Female,22,1,4,1,< 1 Year,No,39926.0,152.0,249,0
289894,Male,43,1,5,0,1-2 Year,Yes,19059.0,26.0,222,0
68892,Female,31,1,3,0,< 1 Year,Yes,2630.0,156.0,128,0
198658,Female,27,1,4,1,< 1 Year,No,28240.0,152.0,293,0
49190,Male,55,1,3,0,1-2 Year,Yes,25041.0,26.0,185,0
253464,Male,74,1,4,1,1-2 Year,No,2630.0,26.0,86,0
378016,Female,36,1,3,0,1-2 Year,Yes,2630.0,156.0,95,0
373122,Female,22,1,4,1,< 1 Year,Yes,27289.0,156.0,134,0
55438,Male,63,1,2,0,> 2 Years,Yes,2630.0,124.0,203,0
87260,Female,38,1,4,0,1-2 Year,No,37808.0,150.0,203,0
223088,Female,60,1,3,0,1-2 Year,Yes,43979.0,122.0,205,0
289192,Male,58,1,2,0,> 2 Years,Yes,32997.0,157.0,127,0
52597,Male,49,1,3,1,1-2 Year,No,37551.0,26.0,130,0
368009,Female,41,1,3,0,1-2 Year,Yes,35544.0,124.0,261,0
208294,Male,41,1,3,0,1-2 Year,No,2630.0,156.0,91,0
152491,Male,37,1,4,0,1-2 Year,Yes,2630.0,26.0,231,0
326666,Male,25,1,5,0,< 1 Year,Yes,32670.0,152.0,291,0
201329,Female,71,1,4,0,> 2 Years,Yes,22302.0,124.0,122,0
362518,Female,50,1,3,1,1-2 Year,No,49340.0,124.0,66,0
30096,Female,24,1,2,1,< 1 Year,No,2630.0,152.0,269,0
70563,Male,70,1,2,1,1-2 Year,No,25603.0,21.0,170,0
131983,Female,73,1,3,0,> 2 Years,Yes,41538.0,122.0,99,0
67714,Female,40,1,4,1,1-2 Year,No,34371.0,26.0,294,0
242030,Male,55,1,2,0,1-2 Year,Yes,2630.0,124.0,296,0
14510,Male,66,1,5,1,1-2 Year,No,32659.0,124.0,260,0
298499,Female,42,1,5,0,1-2 Year,Yes,21298.0,124.0,156,0
140267,Male,32,1,3,0,< 1 Year,Yes,46407.0,124.0,216,0
12627,Female,51,1,5,0,1-2 Year,Yes,2630.0,15.0,129,0
335587,Female,27,1,3,1,< 1 Year,No,34684.0,152.0,36,0
89759,Female,32,1,3,0,1-2 Year,Yes,28942.0,124.0,132,0
206573,Male,25,1,5,1,< 1 Year,No,35073.0,152.0,249,0
370324,Female,44,1,1,0,1-2 Year,Yes,40253.0,160.0,92,0
18052,Female,25,1,3,1,< 1 Year,No,24194.0,152.0,67,0
17800,Male,44,1,3,1,1-2 Year,No,49181.0,124.0,77,0
189829,Female,20,1,1,0,< 1 Year,Yes,21049.0,160.0,217,0
9309,Male,27,1,3,0,< 1 Year,Yes,2630.0,158.0,189,0
13953,Male,23,1,4,1,< 1 Year,Yes,22370.0,152.0,247,0
225967,Female,50,1,3,1,1-2 Year,No,34498.0,26.0,273,0
9281,Male,52,1,5,0,1-2 Year,Yes,60765.0,154.0,181,0
375540,Male,46,1,3,1,1-2 Year,No,32993.0,124.0,55,0
137178,Male,51,1,5,1,1-2 Year,No,21294.0,124.0,254,0
242822,Male,25,1,2,1,< 1 Year,No,45022.0,152.0,223,0
150680,Male,27,1,3,1,< 1 Year,No,29830.0,152.0,289,0
294940,Male,52,1,2,0,1-2 Year,Yes,39520.0,30.0,201,0
167667,Male,21,1,4,1,< 1 Year,Yes,28689.0,152.0,267,0
272177,Female,45,1,1,1,1-2 Year,No,32827.0,25.0,176,0
221023,Female,51,1,3,0,1-2 Year,Yes,2630.0,26.0,40,1
349073,Male,66,1,3,0,1-2 Year,Yes,60641.0,26.0,96,1
370084,Male,49,1,5,0,1-2 Year,No,28098.0,124.0,294,0
311508,Female,26,1,4,1,< 1 Year,No,33224.0,152.0,244,0
130186,Female,34,1,3,0,1-2 Year,Yes,2630.0,152.0,263,0
65187,Male,24,1,1,1,< 1 Year,No,38252.0,152.0,213,0
367820,Female,32,1,3,1,1-2 Year,No,21131.0,8.0,217,0
264691,Male,47,1,3,1,1-2 Year,No,50791.0,26.0,198,0
283682,Male,25,1,3,0,< 1 Year,Yes,44578.0,152.0,274,0
93998,Male,65,1,3,1,1-2 Year,No,27237.0,124.0,237,0
308502,Male,28,1,3,1,< 1 Year,No,47607.0,152.0,112,0
115382,Male,23,1,1,1,< 1 Year,No,22116.0,152.0,105,0
46819,Male,42,1,5,0,1-2 Year,Yes,2630.0,124.0,109,1
342474,Female,25,1,1,1,< 1 Year,No,40941.0,152.0,208,0
149872,Female,27,1,1,1,< 1 Year,No,31210.0,152.0,136,0
97047,Female,46,1,3,1,1-2 Year,No,48177.0,3.0,17,0
147144,Female,54,1,3,0,1-2 Year,Yes,32710.0,124.0,85,0
143495,Female,20,1,5,0,< 1 Year,Yes,40318.0,160.0,180,0
314668,Male,49,1,3,0,> 2 Years,Yes,62302.0,26.0,32,1
4411,Female,27,1,3,1,< 1 Year,No,48661.0,152.0,64,0
14525,Female,22,1,3,1,< 1 Year,No,46420.0,152.0,87,0
288963,Female,54,1,1,0,1-2 Year,Yes,2630.0,26.0,150,0
221160,Male,21,1,2,1,< 1 Year,No,39984.0,152.0,242,0
164414,Male,40,1,5,0,1-2 Year,Yes,2630.0,15.0,186,0
231045,Male,60,1,2,0,1-2 Year,No,31441.0,26.0,215,0
17067,Male,48,1,5,0,1-2 Year,No,35628.0,26.0,85,0
108400,Female,51,1,3,1,1-2 Year,No,40129.0,26.0,294,0
286906,Female,29,1,5,0,1-2 Year,Yes,29124.0,124.0,240,1
93380,Male,43,1,3,0,1-2 Year,Yes,36047.0,26.0,15,1
133180,Male,52,1,1,0,1-2 Year,Yes,33755.0,157.0,107,0
257536,Female,21,1,4,1,< 1 Year,No,39154.0,152.0,201,0
140044,Female,42,1,3,1,1-2 Year,No,27364.0,26.0,72,0
152761,Male,65,1,5,0,1-2 Year,No,2630.0,122.0,228,0
211893,Female,39,1,5,0,1-2 Year,Yes,24036.0,26.0,70,0
100203,Male,46,1,4,0,1-2 Year,Yes,29169.0,26.0,66,0
368149,Female,24,1,1,0,< 1 Year,No,30028.0,160.0,192,0
133148,Female,26,1,1,1,< 1 Year,No,31208.0,160.0,251,0
295743,Female,44,1,3,0,1-2 Year,Yes,28139.0,26.0,129,1
224980,Female,32,1,3,1,1-2 Year,No,35750.0,26.0,181,0
217781,Female,51,1,3,0,1-2 Year,Yes,50407.0,154.0,164,0
161489,Male,55,1,1,1,1-2 Year,No,37108.0,26.0,19,0
249053,Male,70,1,3,1,1-2 Year,No,27888.0,22.0,219,0
42378,Female,51,1,1,1,1-2 Year,No,32665.0,124.0,113,0
88777,Female,54,1,3,0,1-2 Year,Yes,44731.0,26.0,252,1
83933,Male,37,1,3,1,1-2 Year,No,25837.0,152.0,121,0
331881,Male,25,1,2,1,< 1 Year,Yes,2630.0,152.0,258,0
1793,Male,31,1,5,0,1-2 Year,Yes,38229.0,163.0,269,0
320466,Female,31,1,2,1,1-2 Year,No,37636.0,124.0,271,0
71118,Female,25,1,2,1,< 1 Year,No,23443.0,152.0,102,0
57216,Female,25,1,3,0,< 1 Year,No,48618.0,152.0,189,0
313478,Male,51,1,3,0,1-2 Year,Yes,26174.0,124.0,254,0
43776,Female,40,1,3,0,1-2 Year,Yes,38680.0,122.0,214,1
131158,Male,24,1,2,0,< 1 Year,Yes,27949.0,152.0,75,0
262538,Male,20,1,4,0,< 1 Year,Yes,39851.0,160.0,278,0
140773,Female,49,1,5,1,1-2 Year,No,20593.0,152.0,73,0
322044,Female,27,1,2,1,< 1 Year,No,31877.0,152.0,260,0
114507,Male,46,1,3,0,1-2 Year,Yes,39068.0,124.0,268,0
222092,Female,35,1,3,0,1-2 Year,Yes,37948.0,124.0,59,1
331575,Female,22,1,2,1,< 1 Year,No,35466.0,152.0,85,0
346069,Female,23,1,2,1,< 1 Year,No,2630.0,160.0,53,0
364026,Female,39,1,3,0,1-2 Year,No,38973.0,155.0,68,0
164434,Female,27,1,1,1,< 1 Year,No,2630.0,151.0,97,0
139416,Male,30,1,5,0,1-2 Year,No,30689.0,124.0,77,0
230647,Male,63,1,3,1,1-2 Year,No,34630.0,26.0,94,0
362054,Male,23,1,1,0,1-2 Year,Yes,52993.0,26.0,77,0
356111,Male,77,1,3,0,> 2 Years,Yes,2630.0,122.0,242,0
137772,Male,41,1,3,0,1-2 Year,Yes,24168.0,124.0,58,0
141674,Male,46,1,5,0,1-2 Year,Yes,26731.0,26.0,44,0
119699,Male,25,1,3,0,< 1 Year,No,37504.0,152.0,160,0
337956,Female,25,1,1,1,< 1 Year,No,49413.0,152.0,109,0
56812,Male,77,1,3,0,1-2 Year,Yes,44480.0,11.0,207,0
77600,Male,47,1,4,0,1-2 Year,No,23527.0,124.0,88,0
305307,Male,48,1,4,0,1-2 Year,Yes,34966.0,155.0,227,1
131639,Female,27,1,4,1,< 1 Year,No,36063.0,152.0,280,0
272858,Male,35,1,3,0,1-2 Year,Yes,36520.0,124.0,64,0
111953,Female,45,1,1,1,1-2 Year,No,35973.0,26.0,286,0
13780,Male,41,1,3,0,1-2 Year,Yes,33638.0,26.0,184,1
260395,Male,71,1,1,1,1-2 Year,No,36134.0,29.0,152,0
132637,Male,49,1,3,0,1-2 Year,Yes,41126.0,122.0,36,1
279237,Female,26,1,1,0,< 1 Year,Yes,30424.0,26.0,265,0
206018,Male,55,1,5,1,1-2 Year,No,2630.0,124.0,260,0
244058,Female,48,1,5,0,1-2 Year,Yes,38427.0,8.0,260,1
37586,Female,26,1,4,0,< 1 Year,No,38151.0,152.0,262,0
129915,Male,41,1,3,0,1-2 Year,Yes,29907.0,124.0,208,1
198514,Female,30,1,3,0,1-2 Year,Yes,36986.0,154.0,122,0
279547,Female,55,1,1,1,1-2 Year,No,36820.0,152.0,149,0
100848,Male,52,1,1,0,1-2 Year,No,2630.0,116.0,12,0
24634,Female,27,1,5,1,< 1 Year,No,26604.0,160.0,158,0
147677,Male,44,1,3,0,1-2 Year,Yes,47437.0,26.0,157,0
38957,Male,41,1,3,1,1-2 Year,No,35857.0,26.0,74,0
75792,Male,48,1,3,0,> 2 Years,Yes,27154.0,26.0,125,1
31361,Female,24,1,5,1,< 1 Year,No,24352.0,152.0,280,0
349171,Female,22,1,3,1,< 1 Year,No,28730.0,152.0,151,0
334192,Female,40,1,2,1,1-2 Year,No,2630.0,124.0,187,0
115101,Female,20,1,3,0,< 1 Year,Yes,2630.0,160.0,103,0
50710,Female,40,1,2,1,1-2 Year,No,2630.0,152.0,188,0
6312,Female,38,1,2,1,1-2 Year,No,33342.0,152.0,291,0
52203,Male,61,1,3,1,1-2 Year,No,35610.0,29.0,15,0
339999,Male,52,1,3,0,1-2 Year,Yes,43760.0,26.0,79,0
348242,Female,23,1,4,1,< 1 Year,No,28121.0,152.0,215,0
230462,Female,25,1,5,0,< 1 Year,Yes,2630.0,152.0,99,0
262522,Male,23,1,2,1,< 1 Year,No,41122.0,26.0,203,0
62946,Male,25,1,2,1,< 1 Year,No,39082.0,152.0,276,0
71027,Male,39,1,3,1,1-2 Year,No,22646.0,13.0,290,0
56459,Male,42,1,3,0,1-2 Year,Yes,28177.0,124.0,44,0
349222,Male,43,1,3,1,1-2 Year,No,31891.0,26.0,220,0
38464,Female,23,1,4,1,< 1 Year,No,2630.0,152.0,245,0
233345,Male,55,1,3,0,> 2 Years,Yes,2630.0,157.0,15,0
187413,Male,31,1,2,1,< 1 Year,No,36046.0,152.0,245,0
264791,Female,28,1,4,1,< 1 Year,No,30185.0,152.0,171,0
231435,Male,69,1,1,0,1-2 Year,Yes,2630.0,26.0,282,0
243563,Female,45,1,5,0,> 2 Years,Yes,2630.0,124.0,115,0
333199,Male,44,1,5,0,1-2 Year,Yes,53205.0,26.0,288,1
127932,Female,22,1,5,1,< 1 Year,No,44451.0,152.0,231,0
353675,Male,44,1,3,0,1-2 Year,Yes,2630.0,26.0,146,1
228030,Male,52,1,4,1,1-2 Year,No,24374.0,26.0,31,0
189992,Male,53,1,2,1,1-2 Year,No,36676.0,26.0,193,0
340455,Female,27,1,5,1,< 1 Year,No,33302.0,152.0,170,0
247895,Male,53,1,2,0,1-2 Year,Yes,31027.0,26.0,36,0
236427,Female,74,1,3,0,1-2 Year,Yes,35607.0,124.0,139,0
18986,Female,30,1,4,1,< 1 Year,No,30929.0,152.0,42,0
300943,Female,29,1,4,1,< 1 Year,No,42690.0,152.0,265,0
330937,Male,22,1,2,1,< 1 Year,No,23402.0,152.0,202,0
201733,Male,50,1,3,1,1-2 Year,No,32610.0,124.0,70,0
307646,Male,51,1,3,0,1-2 Year,Yes,53984.0,124.0,169,1
38333,Female,21,1,5,1,< 1 Year,No,33814.0,152.0,211,0
269979,Male,42,1,3,0,1-2 Year,Yes,22729.0,124.0,289,1
282379,Female,28,1,3,1,< 1 Year,No,18733.0,151.0,177,0
300397,Male,28,1,5,1,1-2 Year,No,2630.0,124.0,124,0
96416,Male,53,1,5,0,1-2 Year,No,31294.0,26.0,82,0
233118,Female,25,1,4,0,< 1 Year,Yes,35544.0,152.0,92,0
23391,Male,53,1,3,0,1-2 Year,Yes,33799.0,19.0,30,1
328478,Male,49,1,3,0,1-2 Year,Yes,46132.0,124.0,85,0
60068,Female,43,1,5,0,1-2 Year,Yes,27500.0,122.0,241,0
274014,Female,23,1,2,0,< 1 Year,No,17616.0,151.0,68,0
55686,Female,42,1,3,0,1-2 Year,Yes,37839.0,26.0,230,0
350046,Male,26,1,3,1,< 1 Year,No,2630.0,152.0,17,0
117157,Female,79,1,3,0,> 2 Years,Yes,48825.0,122.0,133,0
265024,Male,44,1,3,0,1-2 Year,Yes,26487.0,26.0,87,1
313481,Female,20,1,3,0,< 1 Year,Yes,2630.0,160.0,145,0
235291,Male,26,1,2,0,1-2 Year,Yes,29305.0,124.0,298,0
160502,Male,46,1,3,0,> 2 Years,Yes,24692.0,26.0,180,1
358525,Female,41,1,4,0,1-2 Year,Yes,2630.0,156.0,47,1
347089,Female,30,1,4,1,< 1 Year,No,29382.0,152.0,224,0
238519,Male,20,1,1,0,< 1 Year,No,35731.0,160.0,82,0
96779,Male,24,1,4,1,< 1 Year,No,24846.0,152.0,105,0
9923,Male,64,1,2,0,> 2 Years,Yes,2630.0,26.0,190,0
304339,Male,39,1,4,0,1-2 Year,Yes,30583.0,124.0,131,1
253120,Male,57,1,2,0,1-2 Year,Yes,2630.0,12.0,40,1
296954,Female,53,1,4,0,1-2 Year,Yes,2630.0,148.0,67,0
294561,Female,50,1,2,0,1-2 Year,No,41525.0,120.0,291,0
269770,Male,40,1,3,0,1-2 Year,Yes,25499.0,156.0,198,1
342312,Female,25,1,2,0,< 1 Year,Yes,28160.0,152.0,268,0
